,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
546721,546722,B004VLV7NS,A1W6E1FN0745L7,J. Tomaszewski,0,0,5,1970-01-01 00:00:01.351209600,Can't Go Wrong With Bob's Red Mill,"I was on a mission to reduce my cholesterol through healthy eating and improve the quality of my breakfast choices.  I've tried several of Bob's Red Mill cereals and they are ALL absolutely fantastic!  This cereal has a delicious flavor and creamy texture.  I usually add some dried fruit and raw almonds to give it another flavor dimension.  Even by itself it is superior to ""quick"" oats and other grocery store breakfast choices.  On a side note I enjoy supporting the little guys and a simple Google search will show you what a good company Bob's Red Mill is.  Kudos!"
367855,367856,B003B3OOPA,A1IDRPIHIMFU3Z,"I. K. Anderson ""rollin in the dough""",0,0,5,1970-01-01 00:00:01.351209600,Ezcema Treatment,My 7 mo old had ezcema from our laundry detergent...a little coconut oil healed him right up!  I even blogged about it while doing research...here's my link if you'd like to read more. [...]
494182,494183,B007IEGR9O,A8M34GMW5GF6D,urlovejess,0,0,4,1970-01-01 00:00:01.351209600,girls bettlejuice costume,Fit perfectly. Size is true. Expected exactly what was described online and that's exactly what i received. Would definitely purchase another item in the future.
110116,110117,B0042WXFJU,A3KUC5K5VSJNU9,"Grranimal ""Fuerkraft""",0,0,5,1970-01-01 00:00:01.351209600,"It's FANTASTIC! Mixes with Many kinds of Soups, etc. Yes.","I just love it, and I am Not a major Indian cooking fan--just enough. Really, it mixes with anything you are doing like <a href=""http://www.amazon.com/gp/product/B000FIXT2I"">Steamed Brown Rice Bowl, Organic, Microwaveable, 7.4-Ounce Bowls (Pack of 12)</a> (I use these for convenience, and then I don't eat the whole pot of rice). In many kinds of soups, etc. Beef it up with some <a href=""http://www.amazon.com/gp/product/B001FA1KLW"">Amore Tomato Paste, 4.5-Ounce Tubes (Pack of 12)</a>, which is so, so convenient. Sweeten to taste if you prefer. Here's the best artificial sweetener on Amazon <a href=""http://www.amazon.com/gp/product/B0019LTH3U"">NuNaturals Nustevia Alcohol Free Stevia Glass Bottle Liquid, 2-Ounce</a>. (Stop using Splenda which contains three Chlorine moities. It's essentially bleach, folks.) Enjoy, lentils are so healthy, and this way they really have flavor!<br />FYI: This costs $3-5/PER PACK at our local stores when you can find it. It is Not overpriced, as someone here said."
488004,488005,B0013A0QXC,AWRFQYLG7LQKJ,"Rocdoc ""Roc""",0,0,2,1970-01-01 00:00:01.351209600,Not very strong,Not as strong as the regular dark coffee.  Disappointing after having Sumatra at Starbucks. Wouldn't get it again.  It just didn't taste like the real deal.
255610,255611,B002Y3CSD8,ATL8TGSAEMDV1,Ray,0,0,5,1970-01-01 00:00:01.351209600,I would buy it again,"I decided to try this sauce recently and overall I thought it was delicious.  I've had Pad Thai at many different restaurants around Chicago and Boston, and my version of Pad Thai using this sauce felt less ""greasy"" as my wife put it.  Another reviewer commented that the flavor was not ""authentic""; whether this is true or not, it was still good.  In the future I may try a different sauce just to compare, but I would have no problems buying this sauce again."
110115,110116,B0042WXFJU,A1ESX96TOYF8X5,Mom x 3,0,0,5,1970-01-01 00:00:01.351209600,Really tasty,I never thought I'd buy this type of item but tried it at C****o when they had one of their numerous taste tests.  Both my 8 year old and I liked it.  So good for you and reasonably priced there especially with an instant coupon! Comes in a 4 pack box for under $10.
110114,110115,B0042WXFJU,A1X1592EDWIJU4,Blondie,0,0,4,1970-01-01 00:00:01.351209600,"Tasty, but....","I don't know how they can label these as lentils.  ""Lentils"" is the third ingredient listed.  The first two are water, and tomatoes.  Having said that, it's a nicely seasoned tomato soup with some lentils in it.  Just not what I thought I was buying."
474536,474537,B002GWH7O2,A3PNBZ60XRKZFP,Ekat,0,0,4,1970-01-01 00:00:01.351209600,pepperminty tea!,"This is very pepperminty, almost spearminty tea - you need very little for a good refreshing kick :) The bag is huge and the price can't be beat. However the leaves are crashed, they are not full tea leaves as advertised. There are also some white flakes here and there - stems or may be flowers? So 4 stars for that."
131483,131484,B001ANXL84,A3NZ74QTATJ45W,William,0,0,5,1970-01-01 00:00:01.351209600,Best electrolyte replacement drink,"I'm a disabled Vet with 80% of my kidneys gone. I'm on heavy water pills that deplete my essensil fluids. Cramping is my worst result. I started drinking Vitalyte, a glass four times a day and the cramps are gone! I sleep all night without having to get up and walk off leg and foot cramps. This is the greatest stuff I have ever tried. Makes Gatorade and the other 'kid' stuff a waste of my time and money.<br /><br />  When a physcial therapist told me about 'Gookinaid' I thought he was pulling my leg. But I bought it and tried it and I'm sold. I buy anywhere from 4 to 6 tubs a month. I fill water bottles and carry them in my car for trips. My wife even drinks it and has felt the great affects. If you have cramping or feel a bit run down, give this a try it does wonders. Our favorite flavors are Orange and Grape. Do yourself a favor and give it a try."
59786,59787,B002K9BG16,A30A7W9CZ77GFY,"Cecelia Thomas ""Lady Kinrowan""",0,0,4,1970-01-01 00:00:01.351209600,Butler's chocolate is the real deal direct from Ireland,"Nifty hot chocolate discs added to your warm milk or milk alternative is simply yum! Made in Ireland so you know the chocolate is high quality.<br /><br />Ingredients for those that desire it (I think it should be a requirement on any listing):<br />Milk chocolate 29% (sugar, whole milk powder, cocoa butter, cocoa mass, emulsifier:soya lecithin, flavouring: natural<br />vanilla), Cocoa mass 25%, Invert sugar syrup, Sugar syrup, sugar, water, preservtive:sorbic acid), Sweetened condensed<br />milk (milk, sugar). Milk chocolate contains 32% cocoa, solids minimum, 20% milk solids minimum.<br /><br />Shelf life is about 18 months."
546504,546505,B005LURGKG,A1KD8NJPZ01R37,"doppelganger ""dvd-archive""",0,0,5,1970-01-01 00:00:01.351209600,If you like Popsicles..,"They slush. All others turn into a frozen stick. A tasty piece of ice. Well, I don't like crunching ice, but I do like these because they freeze in a way that makes them not rock hard.<br /><br />Probably a chemical that prevents the ice-cube effect, that is no good for me, but I don't care, they are just too tasty and they can be eaten without using your teeth.<br /><br />So good."
93710,93711,B001NZPFB0,A3318V6FJ2KIII,T. Dennis,0,0,5,1970-01-01 00:00:01.351209600,My dog enjoys it and it helps her hips.,"My dog was diagnosed with hip dysplasia as a 6-month old puppy.  The vet said it was the worst case he'd seen in a puppy her age and we were told that she wouldn't be able to walk by the time she was three if we didn't have an expensive surgery done.  I've tried various supplements and foods over the years and although she may sway a bit when walking and tire easily she's now 8 years old and we frequently go on short hikes together.<br /><br />I started feeding her Happy Hips about 4 months ago.  Since that time I've cut out any other supplements and paid close attention to how she does.  She readily eats the food and doesn't gorge herself when eating.  She seems to have more energy and stamina now.  I don't want to push her too hard but last weekend I took her on a 4 mile hike over aggressive terrain, much more than we normally do, she led the pack the whole way and even jumped in the truck quickly when we were done.  In the past I've had to lift her into the truck at the end of any hikes.  She spent the rest of the day sleeping but the next day was up and going again.  Overall I'm very impressed with my dog's health and since this has been her food over the last several months it has to be a factor in how she's doing.  I originally was going to rate this 4 stars but really have not complaints at all and my pup is doing great so I upped it to 5 stars.<br /><br />As a side note I read reviews online before feeding my dog this food and found that it is rated well by a few independent review sites."
532378,532379,B001FB6B0G,ALZ6ZNT6D5S2Y,Michael R Stamets,0,0,5,1970-01-01 00:00:01.351209600,Cooking Sauce,"I love this product, and have been using it for nearly 30 years. This dark soy sauce is perfect for Chinese ""red"" dishes, items that are braised or cooked, pot roasts! Many reviewers complain about the bitter and unusual taste of this sauce when they use it at the table. I never use it the table or directly on finished food, salad or rice; it's more of a ""COOKING"" soy sauce. Use regular soy sauce for the table and enjoy the black or dark in your cooked foods."
85816,85817,B000NCXHFA,ATMTE0BSP7W6S,"Lor ""Lor""",0,0,5,1970-01-01 00:00:01.351209600,Mung Beans for sprouting,"I wanted to feed my chickens, turkeys and goats just a little extra protein to keep them fit and healthy while the goats are pregnant over the winter and the chickens and turkeys are getting ready for breeding season.  Sprouts seemed like a good idea but everytime I tried to sprout regular beans they would go bad before the sprouts were big enough to interest the poultry.  So I saw that the ones I was eating out of can were grown from mung beans.  Never heard of them before but thought I'd give it a try.  The beans took longer to get here than I would have liked (almost two weeks) but that just tells me the time frame I need before I order more.  And the beans!!!!  Oh my goodness, you'll get 100% germination and sprouts that are easily eaten and really quite yummy in just three days.  I need to get a bigger growing apparatus so that I can make more at one time.  The chickens, turkeys, goats and even my pregnant cow LOVE the sprouts.  I've found the extra source of protein I needed.  Thanks so much."
470028,470029,B001IZIEGS,AYDZMG82XBCPW,M. Reed,0,0,5,1970-01-01 00:00:01.351209600,Great fresh taste,"These are plump, fresh pistachios with a very light saltiness.  Great for a midmorning or midafternoon snack. Very few unopened pistachios."
267548,267549,B005QKH5HA,A3LR9HCV3D96I3,Gypsy Healer,0,0,5,1970-01-01 00:00:01.351209600,Party Peanuts,Great product for the price. Mix with the Asian rice crackers for an excellent snack.  Big container lasts a long time. Only lightly slighted. Peanuts are whole and large.
113639,113640,B0039JXQ1Y,AUEA2NJHMK9DF,"Penny E. Cooke ""PMSDEA""",0,0,4,1970-01-01 00:00:01.351209600,Like this tea,This tea has a nice flavor although I wish it was a little stronger.  I have brewed way it states and even tried letting it sit longer  to get a stronger cup but it didn't work.  Am pleased with purchase and flavor overall.
40273,40274,B005VOOT52,A2FKFQQPU498JT,cc,0,0,5,1970-01-01 00:00:01.351209600,chocolate heaven,Excellent smooth taste. Any one who loves chocolate will enjoy this drink. Almost has good as International house's dark mayan chocolate coffee was.
456506,456507,B002QZ2AZ0,A18PSXOI64YFZC,Daniel Webster,0,0,3,1970-01-01 00:00:01.351209600,its delicious...,I was surprised at how delicious these toasted chips are. They ship well with little damage. I have ordered them several times. Also they are very fresh. Not one bit was left in the bag when I got through.
325175,325176,B0002DGRRA,AUINI96NMGXUI,Kkrys23,0,0,5,1970-01-01 00:00:01.351209600,Love this faucet,Love this faucet.  My husband had installed the same one in our old house so when our current faucet was leaking I told him not to fix it and we would buy the same one.  It was easy enough for him to install but he did need my assistance a few times to help hold some things in place. Looks great and works great.
